stringsfile version 1
4179
str_no_string NO_STRING!
str_rhodok_rebellion_pretender_story_2 During_the_last_selection,_there_were_but_two_candidates,_myself,_and_Lord_Graveth._While_the_council_was_deliberating,_Graveth_appeared,_sword_in_hand,_telling_them_that_a_Swadian_raiding_party_was_about_to_descend_on_the_field_of_deliberation_--_which_was_true,_by_the_way_--_and_if_he_were_not_elected_king,_then_he_would_leave_them_to_their_fate.
str_sarranid_rebellion_pretender_story_2 When_Sultan_Ayzar_died,_it_seemed_to_the_emirs_of_the_realm_only_natural_that_I_should_succeed_him_as_ruler,_thus_avoiding_any_danger_of_civil_war._They_insisted,_however,_that_I_should_marry_one_of_his_generals,_the_Emir_Baybak._The_emirs_then_lined_up_to_give_us_the_oath_of_allegiance_together_--_to_Baybak_as_Commander_of_the_Armies,_and_to_me_as_Mother_of_the_Realm._For_the_brief_time_that_we_ruled,_our_realm_prospered.
str_swadian_rebellion_pretender_story_3 I_will_admit_that_I_did_my_cause_no_good_by_cursing_Harlaus_and_all_who_listened_to_him_as_traitors,_but_I_also_believe_that_the_magistrates_who_ruled_in_his_favor_were_bought._No_matter_--_I_will_raise_an_army_of_loyal_subjects,_who_would_honour_their_old_king's_memory_and_will._And_if_anyone_doubts_that_a_woman_can_wield_power,_then_I_will_prove_them_wrong_by_taking_Harlaus'_ill-gotten_crown_away_from_him.
str_vaegir_rebellion_pretender_story_3 Until_I_have_my_rights_restored_in_the_sight_of_all_the_Vaegirs,_I_will_bear_the_sobriquet,_'the_Bastard',_to_remind_me_of_what_I_must_do.
str_khergit_rebellion_pretender_story_3 My_brother_thinks_that_Khergits_will_only_respect_strength:_a_leader_who_takes_what_he_wants,_when_he_wants_it._But_I_think_that_he_misreads_the_spirit_of_our_people.--we_admire_a_resolute_leader,_but_even_more_we_a_just_one,_and_we_know_that_a_man_who_does_not_respect_his_own_brother's_rights_will_not_respect_the_rights_of_his_followers.
str_nord_rebellion_pretender_story_3 So_I_remain_in_exile_--_except_now_I_am_not_looking_for_sages_to_tutor_me_in_the_wisdom_of_faraway_lands,_but_warriors,_to_come_with_me_back_to_the_land_of_the_Nords_and_regain_my_throne._If_Ragnar_doubts_my_ability_to_rule,_then_let_him_say_so_face_to_face,_as_we_stare_at_each_other_over_the_rims_of_our_shields._For_a_warrior_can_be_a_scholar,_and_a_scholar_a_warrior,_and_to_my_mind,_only_one_who_combines_the_two_is_fit_to_be_king!
str_rhodok_rebellion_pretender_story_3 Well,_Graveth_defeated_the_Swadians,_and_for_that,_as_a_Rhodok,_I_am_grateful._When_I_am_king,_I_will_myself_place_the_wreath_of_victory_on_his_head._But_after_that_I_will_have_it_separated_from_his_shoulders,_for_by_his_actions_he_has_shown_himself_a_traitor_to_the_Rhodok_confederacy_and_its_sacred_custom.
str_sarranid_rebellion_pretender_story_3 But_alas,_Baybak_himself_was_soon_killed_in_a_skirmish_with_the_Khergits._Had_I_known_of_his_death_in_time,_I_would_have_been_able_to_prepare_myself_against_any_possibility_of_betrayal._But_alas,_my_husband's_treacherous_nephew_Hakim_came_riding_with_his_men,_still_covered_with_the_dust_of_the_battlefield,_and_drove_me_from_the_palace_at_swordpoint_and_proclaimed_himself_sultan._So_be_it_--_I_shall_gather_an_army_of_my_own,_and_return_him_the_favor.
str_swadian_rebellion_monarch_response_1 Isolla_thinks_she_should_be_Queen_of_the_Swadians?_Well,_King_Esterich_had_a_kind_heart,_and_doted_on_his_daughter,_but_a_good-hearted_king_who_doesn't_use_his_head_can_be_a_curse_to_his_people._Isolla_may_tell_you_stories_of_warrior_queens_of_old,_but_you_might_also_recall_that_all_the_old_legends_end_in_the_same_way_--_with_the_Swadians_crushed_underfoot_by_the_armies_of_the_Calradic_Emperor.
str_vaegir_rebellion_monarch_response_1 Were_Valdym_to_come_to_me_in_peace,_I_would_laden_him_with_titles_and_honours,_and_he_would_become_the_greatest_of_my_vassals._But_as_he_comes_in_war,_I_will_drag_him_before_me_in_chains_and_make_him_acknowledge_me_as_rightful_sovereign,_then_cut_his_tongue_from_his_mouth_so_that_he_cannot_recant.
str_khergit_rebellion_monarch_response_1 My_brother_Dustum_has_perhaps_told_you_of_his_insistence_upon_splitting_the_khanate,_as_though_it_were_a_herd_of_sheep._Let_me_tell_you_something._Ever_since_the_Khergits_established_themselves_on_this_land,_the_death_of_every_khan_has_had_the_same_result_--_the_land_was_divided,_the_khan's_sons_went_to_war,_and_the_strongest_took_it_all_anyway._I_simply_had_the_foresight_to_stave_off_the_civil_war_in_advance.
str_nord_rebellion_monarch_response_1 Lethwin_'Far-Seeker'?_Lethwin_Inkfingers,_is_more_like_it._Perhaps_you_have_heard_the_expression,_'Unhappy_is_the_land_whose_king_is_a_child.'_Unhappy_too_is_the_land_whose_king_is_a_student._You_want_the_Nords_to_be_ruled_by_a_beardless_youth,_whose_hand_bears_no_callouses_left_by_a_sword's_grip,_who_has_never_stood_in_a_shield_wall?_If_Lethwin_were_king,_his_thanes_would_laugh_at_him_to_his_face!
str_rhodok_rebellion_monarch_response_1 No_doubt_Lord_Kastor_told_you_that_I_defiled_the_hallowed_Rhodok_custom_by_interfering_with_the_patricians'_election_of_a_king._Well,_let_me_tell_you_something._The_patricians_of_the_towns_make_longwinded_speeches_about_our_ancient_liberties,_but_then_choose_as_their_king_whichever_noble_last_sat_in_their_villa_and_sipped_a_fine_wine_and_promised_to_overlook_their_unpaid_taxes.
str_sarranid_rebellion_monarch_response_1 Our_scholars_have_long_agreed_that_there_is_one_overriding_principle_in_politics._Men_should_accept_the_authority_of_the_ruler,_because_tyranny_is_better_than_civil_war._It_was_for_that_reason_that_I_accepted_the_authority_of_both_Baybak_and_Arwa,_to_whom_I_gave_my_oath_as_co-rulers.
str_swadian_rebellion_monarch_response_2 Those_who_weep_for_the_plight_of_a_Swadian_princess_denied_her_father's_throne_should_reflect_instead_on_the_fate_of_a_Swadian_herdswoman_seized_by_a_Vaegir_raider_and_taken_as_chattel_to_the_slave_markets._Talk_to_me_of_queens_and_old_stories_when_our_warlike_neighbors_are_vanquished,_and_our_land_is_at_peace.
str_vaegir_rebellion_monarch_response_2 Whatever_my_father_may_or_may_not_have_done_to_secure_the_throne_does_not_matter._I_have_inherited_it,_and_that_is_final._If_every_old_claim_were_to_be_brought_up_anew,_if_every_man's_inheritance_could_be_called_into_question_at_any_time,_then_it_would_be_the_end_of_the_institution_of_kingship,_and_we_would_live_in_a_state_of_constant_civil_war.
str_khergit_rebellion_monarch_response_2 Dustum_would_make_a_fine_assessor_of_flocks,_or_adjudicator_of_land_disputes._But_can_you_imagine_such_a_man_as_khan?_We_would_be_run_off_of_our_land_in_no_time_by_our_neighbors,_and_return_to_our_old_days_of_starving_and_freezing_on_the_steppe.
str_nord_rebellion_monarch_response_2 Old_Hakrim_may_have_had_fancy_ideas_about_how_to_dispose_of_his_kingdom,_but_it_is_not_just_royal_blood_that_makes_a_King_of_the_Nords._I_am_king_by_acclamation_of_the_thanes,_and_by_right_of_being_the_strongest._That_counts_for_more_than_blood,_and_woe_to_any_man_in_this_land_who_says_otherwise.
str_rhodok_rebellion_monarch_response_2 The_only_liberty_that_concerns_them_is_their_liberty_to_grow_fat._Meanwhile,_my_men_sleep_out_on_the_steppe,_and_eat_dry_bread_and_salt_fish,_and_scan_the_horizon_for_burning_villages,_and_shed_our_blood_to_keep_the_caravan_routes_open._Here's_an_idea_--_if_I_ever_meet_a_merchant_who_limps_from_a_Khergit_arrow-wound_or_a_Swadian_sword-stroke,_then_I'll_say,_'Here's_a_man_whose_counsel_is_worth_taking.'
str_sarranid_rebellion_monarch_response_2 You_should_know,_however,_that_Arwa_was_not_chosen_as_Baybak's_partner_because_of_her_wisdom_or_love_of_justice._No,_she_was_chosen_because_she_was_a_witch,_who_could_transform_men_like_Ayzar_and_Baybak_into_stammering_fools._No_matter_--_I_was_true_to_my_oath,_and_respected_her_usurpation,_until_the_very_hour_that_it_was_invalidated_by_the_death_of_her_puppet._Now_she_must_respect_mine.
str_courtship_comment_conventional_generic is_a_very_well-bred_sort
str_courtship_comment_adventurous_generic seems_decent_enough
str_courtship_comment_otherworldly_generic is_most_polite_and_attentive
str_courtship_comment_ambitious_generic lacks_drive_--_but_perhaps_that_may_be_remedied
str_courtship_comment_moralist_generic seems_to_be_a_man_of_good_character
str_feast_description scant
str_feast_description_2 meager
str_feast_description_3 barely_adequate
str_feast_description_4 sufficient
str_feast_description_5 bountiful
str_feast_description_6 magnificent
str_feast_lengthy_description_1 The_food_you_provided_was_insufficient_for_your_guests_and_their_retinues,_forcing_them_to_purchase_their_sustenance_from_the_surrounding_countryside_at_grossly_inflated_prices._The_consensus_among_those_who_attended_was_that_you_failed_to_do_your_duty_as_a_host,_diminishing_both_their_trust_in_you_and_your_overall_reputation.
str_feast_lengthy_description_2 The_food_and_drink_you_provided_eventually_ran_out,_forcing_some_guests_to_either_buy_their_own_from_passing_peddlars,_or_send_some_of_their_retinue_home_early._The_more_charitable_attributed_the_shortfall_to_poor_planning_rather_than_meanness,_but_either_way,_it_did_your_reputation_no_good.
str_feast_lengthy_description_3 The_food_and_drink_you_provided_was_adequate_for_your_noble_guests,_although_some_of_the_commoners_in_their_retinues_went_without._You_are_establishing_a_reputation_as_one_who_has_at_least_a_grasp_of_your_social_obligations_as_a_noble.
str_feast_lengthy_description_4 You_have_provided_enough_food_and_drink,_and_with_sufficient_varieties,_to_do_yourself_credit._The_food,_drink,_and_merriment_have_loosened_your_guests_tongues,_allowing_them_to_converse_candidly_about_the_matters_of_the_realm,_and_deepening_their_trust_in_you.
str_feast_lengthy_description_5 You_have_provided_a_bountiful_table_not_just_for_your_noble_guests_but_for_their_retinues,_with_food_left_over_to_be_distributed_to_the_poor._Your_guests_lavish_praise_upon_you_for_your_generosity,_and_for_your_understanding_of_the_social_obligations_of_your_rank._The_conversation,_fueled_by_the_food_and_drink,_has_been_merry,_strengthening_the_bonds_between_those_who_attended.
str_feast_lengthy_description_6 The_realm_will_be_speaking_of_the_bounty_of_your_table_for_months_to_come,_and_it_will_become_the_standard_to_which_all_other_feasts_will_aspire._You_have_filled_the_bellies_not_just_of_your_noble_guests_and_their_retinues,_but_also_of_the_poor_who_flocked_to_the_gates._
str_kingdom_1_adjective Teutonic
str_kingdom_2_adjective Lithuanian
str_kingdom_3_adjective Mongol
str_kingdom_4_adjective Danish
str_kingdom_5_adjective Polish
str_kingdom_6_adjective HRE
str_kingdom_7_adjective Hungarian
str_kingdom_8_adjective Novgorodian
str_kingdom_9_adjective English
str_kingdom_10_adjective French
str_kingdom_11_adjective Norwegian
str_kingdom_12_adjective Scottish
str_kingdom_13_adjective Irish
str_kingdom_14_adjective Swedish
str_kingdom_15_adjective Halychan
str_kingdom_16_adjective Portugese
str_kingdom_17_adjective Aragonese
str_kingdom_18_adjective Castilian
str_kingdom_19_adjective Navarrian
str_kingdom_20_adjective Granadian
str_kingdom_21_adjective Papal
str_kingdom_22_adjective Greek
str_kingdom_23_adjective Crusader
str_kingdom_24_adjective Sicilian
str_kingdom_25_adjective Mamluk
str_kingdom_26_adjective Latin
str_kingdom_27_adjective Ilkhanate_Mongol
str_kingdom_28_adjective Berber
str_kingdom_29_adjective Serbian
str_kingdom_30_adjective Bulgarian
str_kingdom_31_adjective Moroccan
str_kingdom_32_adjective Venecian
str_kingdom_33_adjective Jotvingian
str_kingdom_34_adjective Prussian
str_kingdom_35_adjective Curonian
str_kingdom_36_adjective Samogitian
str_kingdom_37_adjective Welsh
str_kingdom_38_adjective Genoa
str_kingdom_39_adjective Pisan
str_kingdom_40_adjective Guelphs
str_kingdom_41_adjective Ghibelines
str_kingdom_42_adjective Bohemians
str_credits_1 Mount&Blade:_Warband_Copyright_2008-2010_Taleworlds_Entertainment
str_credits_2 Game_design:^Armagan_Yavuz^Steve_Negus^Cem_Cimenbicer
str_credits_3 Programming:^Armagan_Yavuz^Cem_Cimenbicer^Serdar_Kocdemir^Ozan_Gumus
str_credits_4 CG_Artists:^Ozgur_Saral^Mustafa_Ozturk^Pinar_Cekic^Ozan_Unlu^Yigit_Savtur^Umit_Singil
str_credits_5 Concept_Artist:^Ganbat_Badamkhand
str_credits_6 Writing:^Steve_Negus^Armagan_Yavuz^Ryan_A._Span
str_credits_7 Original_Music:^Jesse_Hopkins
str_credits_8 Voice_Talent:^Tassilo_Egloffstein
str_credits_9 Tutorial_written_by:^Steve_Negus^Armagan_Yavuz^Edward_Spoerl^^^Horse_Motion_Capture_Animation_Supplied_by:^Richard_Widgery_&_Kinetic_Impulse^^^Physics:^Havok^^^Sound_and_Music_Program_Library:^FMODex_Sound_System_by_Firelight_Technologies^^^Skybox_Textures:^Jay_Weston^^^Chinese_Translation:^Hetairoi;_Gaodatailang;_silentjealousy;_Ginn;_fallout13;_James;_D.Kaede;_Kan2;_alixyang;_muyiboy^^^TaleWorlds_Director_of_Communications:^Ali_Erkin_^^^TaleWorlds_Forum_Programming:^Brett_Flannigan_^^^TaleWorlds.com_Forum_Administrators_and_Moderators:^Janus^Archonsod^Narcissus^Nairagorn^Lost_Lamb^Deus_Ex^Merentha^Volkier^Instag0^Ativan^ego^Guspav^Hallequin^Invictus^okiN^Raz^rejenorst^Skyrage^ThVaz^^^Mount&Blade_Community_Suggestions_and_Feedback:^A_Mustang^adamlug^Adorno^alden^Alhanalem^amade^Anthallas^Alkhadias_Master^Arch3r^Archevious^Arcas_Nebun^Arcon^Arcturus^ares007^Arjihad^BadabombadaBang^Badun^BaronAsh^Berserker_Pride^bgfan^bierdopjeee^Big_Mac^Binboy^blink180heights^BlodsHammar^Bloid^Brandon^Brego^chenjielian^cifre^COGlory^Corinthian_Hoplite^Crazed_Rabbit^CryptoCactus^CtrlAltDe1337^Cuther^Da-V-Man^dimitrischris^dstemmer^EasyCo506^Egbert^ethneldryt^eudaimondaimon^Faranox^Fawzia_dokhtar-i-Sanjar^Fei_Dao^Gabeed^GeN76^General_Hospital^GhosTR^glustrod^guspav^Halcyon^Harn^Hethwill^Highelfwarrior^HULKSMASH^Iberon^ignoble^Jack_Merchantson^JoG^Jov^Kazzan^King_Jonathan_the_Great^Kleidophoros^knight^Kong_Burger^Kristiania^l3asu^Larkraxm^Leandro1021DX^lighthaze^Llew2^Lord_Rich^lordum_ediz^Lucke189^Mabons^MacPharlan^Madnes5^MagicMaster^Makh^ManiK^Manitas^Marin_Peace_Bringer^Martinet^MAXHARDMAN^Merlkir^miguel8500^Mithras^Moddan^Nate^Nemeo^Nite/m4re^noobalicous^Nord_Champion^okiN^Orion^OTuphlos^Papa_Lazarou^Phallas^Plazek^Prcin^PSYCHO78^PsykoOps^Reapy^Red_River^Rhizobium^Riggea^Rongar^Ros^sadnhappy^Sarejo^ScientiaExcelsa^Scorch!^Seawied86^sebal87^shikamaru_1993^Shun^silentdawn^Sir_Gowe^Skyrage^Slawomir_of_Aaarrghh^SoloSebo^SovietSoldier^Stabbing_Hobo^Stratigos001^Styo^TalonAquila^test^The_Yogi^Thundertrod^Thyr^Tim^Titanshoe^tmos^Toffey^Tonttu^Trenalok^Tronde^UberWiggett^Urist^Ursca^urtzi^Vermin^Viajero^Vincenzo^Vulkan^Warcat92^Welcome_To_Hell^Wheem^Wu-long^Yellonet^Yobbo^Yoshi_Murasaki^Yoshiboy^Zyconnic^^^Special_Thanks_to_Toby_Lee_for_his_ideas_and_in_depth_feedback_on_the_combat_system.^...and_many_many_other_wonderful_Mount&Blade_players!^^(This_is_only_a_small_sample_of_all_the_players_who_have_contributed_to_the_game_by_providing_suggestions_and_feedback.^This_list_has_been_compiled_by_sampling_only_a_few_threads_in_the_Taleworlds_Forums.^Unfortunately_compiling_an_exhaustive_list_is_almost_impossible.^We_apologize_sincerely_if_you_contributed_your_suggestions_and_feedback_but_were_not_listed_here,_and_please_know_that_we_are_grateful_to_you_all_the_same...)
str_credits_10 Paradox_Interactive^^President_and_CEO:^Theodore_Bergqvist^^Executive_Vice_President:^Fredrik_Wester^^Chief_Financial_Officer:^Lena_Eriksson^^Finance_&_Accounting:^Annlouise_Larsson^^VP_Sales_&_Marketing_US:^Reena_M._Miranda^^VP_Sales_&_Marketing_EU:^Martin_Sirc^^Distribution_Manager_Nordic:^Erik_Helmfridsson^^Director_of_PR_&_Marketing:^Susana_Meza^^PR_&_Marketing:^Sofia_Forsgren^^Product_Manager:^Boel_Bermann
str_credits_11 Logotype:^Jason_Brown^^Cover_Art:^Piotr_Fox_Wysocki^^Layout:^Christian_Sabe^Melina_Grundel^^Poster:^Piotr_Fox_Wysocki^^Map_&_Concept_Art:^Ganbat_Badamkhand^^Manual_Editing:^Digital_Wordsmithing:_Ryan_Newman,_Nick_Stewart^^Web:^Martin_Ericsson^^Marketing_Assets:^2Coats^^Localization:^S&H_Entertainment_Localization^^GamersGate:^Ulf_Hedblom^Andreas_Pousette^Martin_Ericson^Christoffer_Lindberg
str_credits_12 Thanks_to_all_of_our_partners_worldwide,_in_particular_long-term_partners:^Koch_Media_(Germany_&_UK)^Blue_Label_(Italy_&_France)^Friendware_(Spain)^New_Era_Interactive_Media_Co._Ltd._(Asia)^Snowball_(Russia)^Pinnacle_(UK)^Porto_Editora_(Portugal)^Hell-Tech_(Greece)^CD_Projekt_(Poland,_Czech_Republic,_Slovakia_&_Hungary)^Paradox_Scandinavian_Distribution_(Scandinavia)
str_multi_scene_1 Ruins
str_multi_scene_2 Village
str_multi_scene_3 Hailes_Castle
str_multi_scene_4 Ruined_Fort
str_multi_scene_5 Scene_5
str_multi_scene_6 Scene_6
str_multi_scene_7 Field_by_the_River
str_multi_scene_8 Rudkhan_Castle
str_multi_scene_9 Snowy_Village
str_multi_scene_10 Turin_Castle
str_multi_scene_11 Nord_Town
str_multi_scene_16 Port_Assault
str_multi_scene_17 Brunwud_Castle
str_multi_scene_18 Battle_on_Ice
str_multi_scene_19 Mahdaar_Castle
str_multi_scene_12 Random_Plains_(Medium)
str_multi_scene_13 Random_Plains_(Large)
str_multi_scene_14 Random_Steppe_(Medium)
